9.21E-05,-0.773016022,48,9077,0,4
0.000116355,0.469813546,44,9078,0,3
0.000150292,1.039513254,51,9079,0,4
0.000213318,0.789819664,46,9080,0,1
0.017477533,-0.851895208,64,9081,64,4
0.017545407,0.872344649,50,9083,0,4
0.017550255,-0.878550264,69,9082,0,7
0.017627825,-1.345052532,90,9084,58,5
0.017632674,1.068543898,69,9085,0,3
0.017666611,0.739447523,49,9086,0,1
0.017690851,-0.052839843,81,9087,67,1
0.034940522,-0.25614646,26,9090,0,7
0.034955066,0.472669098,63,9088,62,4
0.035003548,-0.518716702,81,9091,71,1
0.03502294,0.156328171,48,9092,67,2
0.035052029,0.148100883,66,9093,67,3
0.035081118,1.153643243,60,9094,0,4
0.035187777,-0.349870641,49,9095,0,3
0.052398663,-0.421414596,44,9096,0,4
0.052485929,1.110761473,50,9097,0,1
0.052611981,1.164347929,48,9099,0,7
0.069881044,1.087126806,60,9100,14,2
0.069910133,-0.288483533,62,9101,0,5
0.069910133,-0.510833631,45,9102,0,2
0.069958614,-0.183424408,85,9103,17,5
0.069963462,-1.27230624,20,9106,0,3
0.069992551,0.734647867,54,9105,0,1
0.070011944,-1.246809888,68,9108,0,1
0.070016792,1.172279481,65,9104,0,5
0.070074969,0.604926271,53,9107,0,4
0.070084666,0.465110853,49,9109,0,5
0.087285855,-0.008779976,48,2,0,4
0.087295551,1.070134086,62,9110,0,1
0.087314944,0.789397876,37,1,0,2
0.087470084,0.233806246,70,4,62,4
0.104797325,1.019912237,57,5,0,4
0.10481187,-0.85652033,65,6,0,4
0.104850655,1.120433506,68,7,14,1
0.104899136,0.50651879,53,8,0,5
0.104962162,-0.403301957,51,9,0,2
0.122260314,-0.303449731,51,10,0,2
0.122386366,-0.044486503,45,11,0,1
0.12240091,-0.392854222,58,12,0,2
0.139645733,-0.585199202,65,13,0,5
0.139684518,-0.042721782,37,14,0,5
0.139708758,-0.154005914,57,16,0,4
0.139786329,-0.306785249,40,18,0,7
0.139825114,0.639255927,51,17,0,3
0.139878443,0.444409309,50,19,0,5
0.157089329,0.317858394,69,22,62,4
0.157089329,-0.942511733,47,23,0,4
0.157176595,1.391284365,54,20,0,2
0.157181444,-0.488478873,72,24,71,3
0.174542621,-1.435077585,76,30,58,4
0.174542621,0.194526641,70,26,67,1
0.17462504,0.804111971,76,27,1,3
0.17462504,-0.091605545,61,29,0,5
0.174678369,0.997727163,36,28,0,1
0.174722003,-1.278007648,39,32,0,3
0.174741395,-0.21956242,60,31,0,5
0.192063788,-0.269968498,87,33,17,3
0.192151054,-0.485196684,72,34,71,5
0.192199536,-0.613187496,77,35,71,3
0.192272258,0.840419668,52,36,0,5
0.209487992,-0.313082979,77,37,0,5
0.209681917,0.657872773,36,38,0,1
0.226984917,-1.483428053,63,47,0,7
0.227009158,0.471015884,48,40,0,4
0.227043095,0.716200707,64,41,1,3
0.227096425,-0.454168608,58,42,0,5
0.227106121,-0.458754946,48,43,0,5
0.244355792,0.579555971,49,44,0,2
0.244481843,-0.135796312,80,46,0,7
0.244520628,0.352672864,89,45,62,7
0.244612743,-0.167023161,63,51,0,1
0.244617591,0.388932079,50,49,0,2
0.244627287,-0.609197479,52,54,0,5
0.244632135,0.153952584,62,50,67,3
0.261813932,0.780356101,33,282,0,2
0.26181878,0.780394886,45,283,0,1
0.261833325,0.550404124,44,52,0,5
0.261852717,0.476179149,47,53,0,2
0.26194968,1.238888033,46,278,0,2
0.262066035,-1.324903676,43,58,0,4
0.279296314,-0.548843024,65,57,0,5
0.279320554,1.343045404,47,55,0,1
0.279339947,-0.679223967,68,288,71,5
0.279359339,0.760871439,52,56,0,2
0.279417517,0.14381513,53,59,67,4
0.27946115,-0.352740738,43,61,0,1
0.279490239,-1.374980081,35,64,0,3
0.279529024,1.073959266,63,60,0,4
0.296715669,-0.994881307,53,295,64,4
0.296749606,0.836841743,59,62,0,1
0.296793239,0.890728784,43,287,0,2
0.296832024,-0.550685316,70,293,71,2
0.296865961,-0.332504615,44,66,0,3
